index,model_answer,gold_answer,is_correct
7,150,200,False
8,-1,1/91,False
9,4096,372,False
10,30,79,False
11,5,5,True
12,36,36,True
13,11111,99774,False
14,13,495,False
15,12.566370614359172,5\pi + 6\sqrt{3},False
16,2280,7350,False
17,5.5,8.5,False
18,12,91/6,False
19,1,\frac{sqrt{7} + 1}{2},False
20,15,238,False
21,794,855,False
22,1,\sqrt{3} - 1,False
23,34,3069,False
24,900,175,False
25,154,96-10\sqrt{21},False
26,20400,5940,False
27,1,254,False
28,86,199/8,False
29,1/2,\frac{3\sqrt{5}}{7},False
0,1,3,False
1,12,12,True
2,48,1296,False
3,44,31,False
4,1,21,False
5,10080,81920,False
6,120,1305,False
7,72,200,False
8,-8,1/91,False
9,4096,372,False
10,30,79,False
11,25,5,False
12,36,36,True
13,15511,99774,False
14,7,495,False
15,6*sqrt(3),5\pi + 6\sqrt{3},False
16,4200,7350,False
17,5,8.5,False
18,14,91/6,False
19,1,\frac{sqrt{7} + 1}{2},False
0,2,3,False
1,24,12,False
2,288,1296,False
3,1002,31,False
4,9,21,False
5,1680,81920,False
6,36,1305,False
7,72,200,False
8,-1,1/91,False
9,16,372,False
10,70,79,False
11,0,5,False
12,24,36,False
13,18529,99774,False
14,16,495,False
15,18*sqrt(3),5\pi + 6\sqrt{3},False
16,8000,7350,False
17,5.5,8.5,False
18,10,91/6,False
19,sqrt(5),\frac{sqrt{7} + 1}{2},False
20,0,238,False
21,425,855,False
22,1,\sqrt{3} - 1,False
23,182,3069,False
24,238,175,False
25,48,96-10\sqrt{21},False
26,7200,5940,False
27,120,254,False
28,55/3,199/8,False
29,1/3,\frac{3\sqrt{5}}{7},False
0,2,3,False
1,None,12,False
2,12,1296,False
3,1013,31,False
4,10,21,False
5,1680,81920,False
6,10,1305,False
7,150,200,False
8,1,1/91,False
9,4096,372,False
10,100,79,False
11,0,5,False
12,12,36,False
13,11111,99774,False
14,16,495,False
15,6*sqrt(3),5\pi + 6\sqrt{3},False
16,120,7350,False
17,5.5,8.5,False
18,15,91/6,False
19,1,\frac{sqrt{7} + 1}{2},False
20,12,238,False
21,285,855,False
22,sqrt(2),\sqrt{3} - 1,False
23,1,3069,False
24,882,175,False
25,84,96-10\sqrt{21},False
26,14161,5940,False
27,2,254,False
28,17,199/8,False
29,1/3,\frac{3\sqrt{5}}{7},False
