index,model_answer,gold_answer,is_correct
15,1,256,False
16,1,\frac{1507^{2}}{360^{2}},False
17,1,2240,False
18,1,\frac{9349}{327680},False
19,1480951402357481300653545521126698753050660381797415538843394830581518327079245943120261008350094582981880933869781278221212715309885181636212809647590649328582453492775016243539779609671700608444731692948742793696550846387614865188713590357814407409561309129690637158514626136238877258282348733787975049535515848107104858057894899834717727202615972838390931094480318579422147312013273479935797101726710468649103716629653968216120873261395332447965754229487745035263333137891298069812255356466287936321380826689196191850120107145429071719754511021210087312399602234236918921952171974118434564945859132711642224057625595242402119235964291245533201306123262046279616023793060805516987256466877374718238727381924307012721220442041628019948520088101887267311080860598530702557610589003648778999159355748998587349192130771508332643635188681911402326588759364805150148978185074228208731008981526984744318130005477823808692887537933148564802676803187074386432281796173529443,4102652,False
20,49*sqrt(3),14\sqrt{3},False
21,-1 + 2*sqrt(3),\sqrt{3}-1,False
22,3*sqrt(3)/4,\frac{11\sqrt{3}}{4},False
23,sqrt(3),\frac{2\sqrt{39}}{13},False
24,2/3,\frac{12\sqrt{3}+4}{13},False
25,43/10,\frac{31}{7},False
26,2,\frac{7\sqrt{3}}{3},False
27,5,\frac{97-3\sqrt{1001}}{2},False
28,65/33,\frac{11}{3},False
29,4,9.94,False
30,12,13,False
31,7/4,\frac{11}{4},False
32,10,512,False
33,40,44,False
34,5525,2496,False
35,4/9,3+\sqrt{2}+\sqrt{3}+\sqrt{6},False
36,13496,648,False
37,12.566370614359172,10+\frac{40\pi}{3},False
38,324,8222,False
39,2,2024^{4046},False
0,1.875,\frac{13}{32},False
1,25,\frac{2025}{4},False
2,0,36,False
3,1/8,64,False
4,189047,194832,False
5,0,\frac{5}{16},False
6,1215,930,False
7,90,322,False
8,47,2851,False
9,2,\frac{1}{2026},False
10,1/24,\frac{1}{6},False
11,1023/524288,\frac{683}{1024},False
12,4/187,\frac{2}{17},False
13,38,1088,False
14,3.67,\frac{138}{55},False
15,2,256,False
16,225,\frac{1507^{2}}{360^{2}},False
17,2240,2240,True
18,0,\frac{9349}{327680},False
19,0,4102652,False
20,49*sqrt(3),14\sqrt{3},False
21,-1 + sqrt(3),\sqrt{3}-1,True
22,-sqrt(3)/2 + pi/3,\frac{11\sqrt{3}}{4},False
23,sqrt(3),\frac{2\sqrt{39}}{13},False
24,1,\frac{12\sqrt{3}+4}{13},False
25,2*sqrt(2) + 9,\frac{31}{7},False
26,10/3,\frac{7\sqrt{3}}{3},False
27,10,\frac{97-3\sqrt{1001}}{2},False
28,130/33,\frac{11}{3},False
29,4.8,9.94,False
30,1,13,False
31,7/4,\frac{11}{4},False
32,4,512,False
33,0,44,False
34,1306.25,2496,False
35,1/4,3+\sqrt{2}+\sqrt{3}+\sqrt{6},False
36,1349,648,False
37,31.41592653589793,10+\frac{40\pi}{3},False
38,487.5,8222,False
39,2,2024^{4046},False
0,0.875,\frac{13}{32},False
1,506.25,\frac{2025}{4},True
2,111,36,False
3,-1/512,64,False
4,91315,194832,False
5,1/2,\frac{5}{16},False
6,270,930,False
7,0,322,False
8,13,2851,False
9,1,\frac{1}{2026},False
10,1/30,\frac{1}{6},False
11,63/256,\frac{683}{1024},False
12,31/2747,\frac{2}{17},False
13,2046,1088,False
14,11/12,\frac{138}{55},False
15,1,256,False
16,225,\frac{1507^{2}}{360^{2}},False
17,2240,2240,True
18,0,\frac{9349}{327680},False
19,1480951402357481300653545521126698753050660381797415538843394830581518327079245943120261008350094582981880933869781278221212715309885181636212809647590649328582453492775016243539779609671700608444731692948742793696550846387614865188713590357814407409561309129690637158514626136238877258282348733787975049535515848107104858057894899834717727202615972838390931094480318579422147312013273479935797101726710468649103716629653968216120873261395332447965754229487745035263333137891298069812255356466287936321380826689196191850120107145429071719754511021210087312399602234236918921952171974118434564945859132711642224057625595242402119235964291245533201306123262046279616023793060805516987256466877374718238727381924307012721220442041628019948520088101887267311080860598530702557610589003648778999159355748998587349192130771508332643635188681911402326588759364805150148978185074228208731008981526984744318130005477823808692887537933148564802676803187074386432281796173529443,4102652,False
20,49*sqrt(3),14\sqrt{3},False
21,-2 + 2*sqrt(3),\sqrt{3}-1,False
22,1,\frac{11\sqrt{3}}{4},False
23,sqrt(3),\frac{2\sqrt{39}}{13},False
24,1/2,\frac{12\sqrt{3}+4}{13},False
25,7,\frac{31}{7},False
26,3,\frac{7\sqrt{3}}{3},False
27,10,\frac{97-3\sqrt{1001}}{2},False
28,33/130,\frac{11}{3},False
29,4.8,9.94,False
30,13,13,True
31,7/8,\frac{11}{4},False
32,6,512,False
33,32,44,False
34,66250,2496,False
35,sqrt(3) + 2,3+\sqrt{2}+\sqrt{3}+\sqrt{6},False
36,1351,648,False
37,10,10+\frac{40\pi}{3},False
38,487.5,8222,False
39,2,2024^{4046},False
